Mission Name,Spacewalkers,Year,Start Time,End Time,Duration,EVA Reason
Expedition 32 EVA 1,Gennady Padalka  Yuri Malenchenko,2012,8/20/2012 15:37,8/20/2012 21:28,"5 hours, 51 minutes",During this spacewalk the Strela 2 telescoping boom was relocated from the Pirs docking compartment to the Zarya control module in preparation for the upcoming undocking of Pirs which paves the way for the arrival of the new Russian Multipurpose Laboratory Module in 2013. The second task was to install micrometeoroid debris shields on the Zvezda service module. Additionally a small satellite was deployed which is used by ground controllers to perform tracking tests used to help tracking actual space debris. Last but not least the spacewalkers added support struts to an airlock ladder and retrieved a Biorisk sample container. Retrieving another example container of a material exposure experiment failed due to a stuck hinge that prevented it from folding close. [175] [176] [177]
Expedition 32 EVA 2,Sunita Williams  Akihiko Hoshide,2012,8/30/2012 12:16,8/30/2012 20:33,"8 hours, 17 minutes","The main objective for this EVA is to replace the Main Bus Switching Unit (MBSU) 1 which showed preliminary indications of failure in October 2011 with a replacement unit. Furthermore, in preparation of the integration of the new Russian module (the Multipurpose Laboratory Module), some cables will be routed. If time permits, debris and thermal covers will be installed on PMA-2. [178]"
Expedition 32 EVA 3,Sunita Williams  Akihiko Hoshide,2012,9/5/2012 11:06,9/5/2012 17:34,"6 hours, 28 minutes","Installed the new MBSU unit, working around difficulty with one of the bolts; replaced one of the cameras mounted on the CanadArm. During this spacewalk, Sunita Williams broke Peggy Whitson's record for most total time spacewalking by a woman."
Expedition 33 EVA 1,Sunita Williams  Akihiko Hoshide,2012,11/1/2012 12:29,11/1/2012 19:07,"6 hours, 38 minutes","Reconfigured and isolated a leak in the ammonia cooling system of power channel 2B on the P6 truss by-passing a leaking cooling loop and re-connecting jumpers to an unused loop of the Early External Thermal Control System (EETCS), and by re-deploying the trailing Thermal Control Radiator of the system."
Expedition 35 EVA 1,Pavel Vinogradov  Roman Romanenko,2013,4/19/2013 14:03,4/19/2013 20:41,"6 hours, 38 minutes",Installed the Obstanovka plasma waves and ionosphere experiment to the exterior of the Zvezda service module. Also replaced a faulty retro-reflector device used as navigational aids for the Automatic Transfer Vehicle and retrieved the Biorisk microbe exposure experiment. An attempt to retrieve the Vinoslivost materials sample experiment failed when it was accidentally dropped while being taken back to the Pirs module airlock.
Expedition 35 EVA 2,Thomas Marshburn  Christopher Cassidy,2013,5/11/2013 12:44,5/11/2013 18:14,"5 hours, 30 minutes","Known as US EVA 21. Inspected and replaced a Pump Flow Control Subassembly on the station's P6 truss which was leaking ammonia coolant. This was the same leaking thermal system from US EVA 20, performed on November 1, 2012."
Expedition 36 EVA 1,Fyodor Yurchikhin  Alexander Misurkin,2013,6/24/2013 13:32,6/24/2013 20:06,"6 hours, 34 minutes","Replaced a fluid flow regulator on the Zarya module, testing of the Kurs docking system on the station ahead of the arrival of a new Russian module, installing the ""Indicator"" experiment, installing gap spanners on to the outside of the station and photographing the multilayer insulation (MLI) protecting the Russian segment from micrometeoroids and taking samples from the exterior surface of the pressure hull underneath the MLI to identify signs of pressure hull material microscopic deterioration."
Expedition 36 EVA 2,Christopher Cassidy  Luca Parmitano,2013,7/9/2013 12:02,7/9/2013 18:09,"6 hours, 7 minutes","Known as US EVA 22. Replaced a failed Space-to-Ground Transmitter Receiver Controller and the Mobile Base Camera Light Pan-Tilt Assembly, retrieved the MISSE-8 and ORMatE-III experiments, photographed the AMS-02, moved two Radiator Grapple Bars to either sides of the truss, routed power cables to support the addition of the new Russian MLM and installed a multi-layer insulation cover to protect the docking interface of PMA-2."
Expedition 36 EVA 3,Christopher Cassidy  Luca Parmitano,2013,7/16/2013 11:57,7/16/2013 13:29,"1 hour, 32 minutes","Known as US EVA 23. Installed a Y-bypass jumper on power lines on the Z1 truss, routing 1553 data cables for a grapple fixture and Ethernet cables for a future Russian station module. The spacewalk was then cut short after Parmitano reported excess water leaking inside his helmet."
Expedition 36 EVA 4,Fyodor Yurchikhin  Alexander Misurkin,2013,8/16/2013 14:36,8/16/2013 22:05,"7 hours, 29 minutes","The cosmonauts successfully unreeled and routed two long power lines and an ethernet cable along the outside of the Zarya storage module that will be connected to the new Nauka laboratory after its arrival next year. Misurkin also mounted a space exposure experiment pallet on a handrail outside the upper Poisk module. The cosmonauts extended a telescoping space crane early on to help move large cable reels from Pirs to Zarya It was the 172nd EVA and with the seven-hour 29-minute duration set a new Russian spacewalk record, eclipsing the old mark of seven hours and 16 minutes set by two cosmonauts outside the Mir space station in July 1990."
Expedition 36 EVA 5,Fyodor Yurchikhin  Alexander Misurkin,2013,8/22/2013 11:34,8/22/2013 17:32,"5 hours, 58 minutes","Removed a laser communication and installed an EVA work station and camera pointing platform outside the Zvezda service module, inspection and tightening of various antenna covers on Zvezda, and installed new spacewalk aids."
Expedition 37 EVA 1,Oleg Kotov  Sergei Ryazanski,2013,11/9/2013 14:34,11/9/2013 20:24,"5 hours, 50 minutes","Took the Olympic torch for the 2014 Winter Olympic Games to the outside of ISS. They also continued work on an extravehicular activity workstation and biaxial pointing platform by removing launch brackets and bolts, as well as retrieving an experimental package. The planned installation of a foot restraint on the mounting seat of the workstation was deferred to a future spacewalk after the spacewalkers noticed some issues with its alignment."
Expedition 38 EVA 1,Richard Mastracchio  Michael S. Hopkins,2013,12/21/2013 12:01,12/21/2013 17:29,"5 hours, 28 minutes","The first of multiple spacewalks needed after cooling line temperatures decreased due to a stuck internal valve, which led to the deterioration of an ammonia pump module. The astronauts took the module out of the Active Thermal Control System's Loop A. They also connected two ammonia fluid lines to a jumper box after disconnecting them from the pump module. Two other lines were disconnected and stowed inside a thermal blanket."
Expedition 38 EVA 2,Michael S. Hopkins  Richard Mastracchio,2013,12/24/2013 11:53,12/24/2013 19:23,"7 hours, 30 minutes","Retrieved spare ammonia pump module, installed it on starboard truss, and connected it to Loop A of Active Thermal Control System."
Expedition 38 EVA 3,Oleg Kotov  Sergei Ryazanski,2013,12/27/2013 13:00,12/27/2013 21:07,"8 hours, 7 minutes","Attempted installation of 2 HD cameras for commercial Earth observation on the outside of the Zvezda module, cancelled after one of the cameras failed to provide data to the ground during testing. Also installed and jettisoned experimental equipment outside the Russian segment. Longest Russian EVA in history."
Expedition 38 EVA 4,Oleg Kotov  Sergei Ryazanski,2014,1/27/2014 14:00,1/27/2014 20:08,6 hours 8 minutes,Installed High Resolution Camera (HRC) on SM Plane IV; installed Medium Resolution Camera (MRC) on SM Plane IV; photographed electrical connectors on ??11 and ??19 connector patch panels of SM; removed Worksite Interfaces (WIF) adaptor from SSRMS LEE B; retrieved ??? #2-?? cassette container from DC-1.[202]
Expedition 39 EVA 1,Richard Mastracchio  Steven Swanson,2014,4/23/2014 13:56,4/23/2014 15:32,1 hours 36 minutes,Replaced failed Multiplexer/Demultiplexer (MDM) unit on S0 truss; also removed two lanyards from Secondary Power Distribution Assembly (SPDA) doors.
Expedition 40 EVA 1,Alexander Skvortsov  Oleg Artemyev,2014,6/19/2014 14:10,6/19/2014 21:33,7 hours 23 minutes,"Installed an automated phased antenna array used for the Russian command and telemetry system, relocated a part of the Obstanovka experiment that monitors charged particles and plasma in Low Earth Orbit, verifying the correct installation of the universal work platform (URM-D), taking samples from one of Zvezda's windows, and jettisoning an experiment frame."
Expedition 40 EVA 2,Alexander Skvortsov  Oleg Artemyev,2014,8/18/2014 14:02,8/18/2014 19:13,5 hours 11 minutes,"Released Chasqui-1 cubesat into space; installed experiment packages (EXPOSE-R2 biological experiment, Plume Impingement and Deposit Monitoring unit), retrieved experiments (Vinoslivost materials exposure panel, Biorisk biological experiment), replaced cassette on SKK experiment and attached a handrail on an antenna."
Expedition 41 EVA 1,Reid Wiseman  Alexander Gerst,2014,10/7/2014 12:30,10/7/2014 18:43,6 hours 13 minutes,"Relocated failed cooling pump to External Stowage Platform-2 (ESP-2), Stowed adjustable grabble bars on ESP-2, replaced light on External Television Camera Group (ETVCG) and installation of a Mobile Transporter Relay Assembly (MTRA)"
Expedition 41 EVA 2,Reid Wiseman  Barry E. Wilmore,2014,10/15/2014 12:16,10/15/2014 18:50,6 hours 34 minutes,"Replaced failed sequential shunt unit (SSU) for 3A power system, relocated articulating portable foot restraint/tool stanchion (APFR/TS), removed camera port (CP) 7, relocated wireless video system external transceiver assembly (WETA) from CP8 to CP11, installed external TV camera group at CP8."
Expedition 41 EVA 3,Maksim Surayev  Aleksandr Samokutyayev,2014,10/22/2014 13:28,10/22/2014 17:06,3 hours 38 minutes,"Removed and jettisoned Radiometriya experiment from Zvezda Plane II, removed EXPOSE-R experiment protective cover, took surface samples from Pirs extravehicular hatch 2 window (TEST experiment), removed and jettisoned two KURS attennas 2AC?1-1 and 2AC?1-2 from Poisk, photographed exterior of ISS Russian segment."
Expedition 42 EVA 1,Barry E. Wilmore  Terry W. Virts,2015,2/21/2015 12:45,2/21/2015 19:26,"6 hours, 41 minutes",Rigged and routed power and data cables at the forward end of the Harmony module as part of preparations for the installation of the International Docking Adapter at PMA-2.
Expedition 42 EVA 2,Barry E. Wilmore  Terry W. Virts,2015,2/25/2015 11:51,2/25/2015 18:34,"6 hours, 43 minutes",Completed power and data cable routing at the forward end of the Harmony module. Removed launch locks from forward and aft berthing ports of Tranquility to prepare for relocation of the Permanent Multipurpose Module and the installation of the Bigelow Expandable Activity Module. Lubricated end effector of Canadarm2.
Expedition 42 EVA 3,Terry W. Virts  Barry E. Wilmore,2015,3/1/2015 11:52,3/1/2015 17:30,"5 hours, 38 minutes","Finished cable routing, antenna and retro-reflector installation on both sides of the ISS truss and on other modules in preparation for the installation of the International Docking Adapter at PMA-2 and 3."
Expedition 44 EVA 1,Gennady Padalka  Mikhail Korniyenko,2015,8/10/2015 14:20,8/10/2015 19:51,5 hours 31 minutes,"Installed gap spanners on the hull of the station for facilitating movement of crew members on future spacewalks, cleaned windows of the Zvezda Service Module, install fasteners on communications antennas, replaced an aging docking antenna, photographed various locations and hardware on Zvezda and nearby modules, and retrieved a space environment experiment."
Expedition 45 EVA 1,Scott Kelly  Kjell N. Lindgren,2015,10/28/2015 12:03,10/28/2015 19:19,7 hours 16 minutes,Applied a thermal cover on the Alpha Magnetic Spectrometer; lubricating one of the latching ends of the Canadarm2 robotic arm; and began work to connect power and data system cables for the future installation of docking adapters for future US crew vehicles.
Expedition 45 EVA 2,Kjell N. Lindgren  Scott Kelly,2015,11/6/2015 11:22,11/6/2015 19:10,7 hours 48 minutes,"Worked to restore a portion of the ISS's cooling system to its primary configuration, returning ammonia coolant levels to normal in the primary and backup radiator arrays."
Expedition 46 EVA 1,Scott Kelly  Timothy Kopra,2015,12/21/2015 13:45,12/21/2015 16:01,3 hours 16 minutes,"Kelly and Kopra performed an EVA to troubleshoot the starboard Crew Equipment Translation Aid (CETA) cart and Mobile Transporter (MT). The starboard CETA cart is linked to the side of the Mobile Transporter (MT), and its brake was engaged preventing MT movement. Kelly released the brake and the MT was successfully commanded by Robotic Ground Controllers to translate to Worksite 4 where it was latched and mated. In addition to the CETA cart task, Kelly and Kopra performed several get ahead activities. Kelly routed Pressurized Mating Adapter (PMA) 3 power and International Docking Adapter (IDA) ethernet cables along Node 1. Kopra opened the Secondary Power Distribution Assembly (SPDA) doors for future Robotic operations, routed an ethernet cable for the Multipurpose Laboratory Module (MLM), and retrieved a Scoop/D-Handle tool from a toolbox on the truss."
Expedition 46 EVA 2,Timothy Kopra  Tim Peake,2016,1/15/2016 12:48,1/15/2016 17:31,4 hours 43 minutes,"Replaced 1B Shunt unit, continued installation of IDA cables. The EVA was terminated early when Kopra reported the formation of a small bubble of water inside his helmet. The main objective, replacing the SSU, was completed successfully."
Expedition 46 EVA 3,Yuri Malenchenko  Sergey Volkov,2016,2/3/2016 12:55,2/3/2016 17:40,4 hours 45 minutes,"Conducted the ‘Test’ experiment by gathering samples on different locations (the hatch of Pirs, Window #8 on Zvezda) and taking engineering photos of various areas on the aft segment of ISS, jettisoned a bundle containing a flash drive holding video messages from last year's 70th anniversary celebration of Victory Day, retrieved the EXPOSE-R astrobiology experiment, collected the CKK 2-M2 experiment cassette and replaced it with the CKK 3-M3 cassette, configured a plume-sensing payload, installed the Vinoslivost payload (another space exposure experiment) installed gap spanners on the Russian segment, and retrieved the ""Restavratsiya"" (Restoration) Experiment Hardware, gathering experience in the in-space application of adhesive surface coatings for future operational use in space-based repairs of external equipment."
Expedition 48 EVA 1,Jeff Williams  Kate Rubins,2016,8/19/2016 13:04,8/19/2016 19:02,5 hours 58 minutes,Installation of the International Docking Adapter (IDA) and installation of cables for future IDA
Expedition 48 EVA 2,Jeff Williams  Kate Rubins,2016,9/1/2016 11:53,9/1/2016 17:41,6 hours 48 minutes,"The main objective of this EVA was to retract a thermal radiator on the port truss. This radiator was supposed to be retracted during Expedition 45 EVA 2 (November 6, 2015) but was not completed. The radiator had been deployed on Expedition 33 EVA 1 (November 1, 2012) in an attempt to isolate a coolant leak. Additional completed tasks included installing HD Video Cameras on the port/outboard side of the station (one zenith, one nadir), applying additional torque to SARJ bolts, photographing the inside of the SARJ, tying back a protective blanket covering hardware which will be robotically manipulated later, and tying back Crew and Equipment Translation Aid (CETA) Cart brake handles to keep them out of the SARJ rotation envelope."
Expedition 50 EVA 1,Peggy Whitson  Shane Kimbrough,2017,1/6/2017 11:23,1/6/2017 17:55,6 hours 32 minutes,"Installed adapter plates and cables for new batteries on 3A power channel, pictures of AMS, removal of camera and routing of Ethernet cable."
Expedition 50 EVA 2,Shane Kimbrough  Thomas Pesquet,2017,1/13/2017 11:22,1/13/2017 17:20,5 hours 58 minutes,"Primary objectives: Retrieve Adapter Plate E and F from the Express Pallet (EP), Install Adapter Plate F in Slot 6, Relocate Battery 4 to Adapter Plate F, Install Adapter Plate E in Slot 4, Retrieve and Install Adapter Plate D in Slot 2, Fasten H1 Bolts on Li-Ion Batteries in Slots 1 and 5"
Expedition 50 EVA 3,Shane Kimbrough  Thomas Pesquet,2017,3/24/2017 11:24,3/24/2017 17:58,6 hours 34 minutes,"Prepare PMA for move, install new Epic MDM, Camera Work, Lubricated Canadarm2 end effector and inspected a radiator value."
Expedition 50 EVA 4,Shane Kimbrough  Peggy Whitson,2017,3/30/2017 12:29,3/30/2017 19:33,7 hours 4 minutes,"Remove EXT-1 MDM & install EPIC MDM, Node 3 axial shields install including replacing a lost shield with the PMA-3 cover, PMA-3 cummerbunds install, PMA-3 cover removal, PMA-3 connections, close Node 3 port CDC, Inspection & cleaning of the Earth-facing berthing port of the Harmony module"
Expedition 51 EVA 1,Peggy Whitson  Jack D. Fischer,2017,5/12/2017 13:08,5/12/2017 17:21,4 hours 13 minutes,"Replaced ExPRESS Carrier Avionics (ExPCA), Installed Pressurized Mating Adapter-3 (PMA-3) Forward Shield, Installed Alpha Magnetic Spectrometer (AMS) MIL-1553 Terminator, Secured Multilayer Insulation (MLI) on Japanese Manipulator System, Relocated a Portable Foot Restrain to PMA-3"
Expedition 51 EVA 2,Peggy Whitson  Jack D. Fischer,2017,5/23/2017 12:20,5/23/2017 15:06,2 hours 46 minutes,"Replace failed Multiplexer-Demultiplexer (MDM), Installed two Wireless Communication Anntenna's"
Expedition 52 EVA 1,Fyodor Yurchikhin   Sergei Ryazanski,2017,8/17/2017 14:36,8/17/2017 22:10,7 hours 34 minutes,"Retrieved the ""Restavratsiya"" (Restoration) Experiment Hardware, Launched 5 Nano Satellites one of them being a Sputnik satellite named ""Zerkalo"" which was launched to commemorate the 60th anniversary of the original Sputnik and the birth of rocket scientist Konstantin Tsiolkovsky, Cleaned the windows on the Russian segment and installed ""Test"" containers on the hatches of the Pirs Docking Compartment and the Poisk Module, Retrieved CKK 9M9 cassettes from Zvezda, Installed Struts, Gap Spanners, and Handrails on Zvezda in preparation for the arrival of Nauka in the future, Installed the ""Impact"" trays by the Zvezda thrusters, and photographed the aft end of Zvezda and the ""OHA"" Antenna, Installed Struts, Gap Spanners, Handrails, and Ladders on Poisk, Photographed the Russian Segment."
Expedition 53 EVA 1,Randy Bresnik  Mark T. Vande Hei,2017,10/5/2017 12:05,10/5/2017 19:00,6 hours 55 minutes,"Replaced Latching End Effector (LEE-A) on Canadarm2, removed multi-layer insulation from a spare direct current switching unit, prepared a flex hose rotary coupler"
Expedition 53 EVA 2,Randy Bresnik   Mark T. Vande Hei,2017,10/10/2017 12:56,10/10/2017 19:22,6 hours 26 minutes,"Finished Repairs to Canadarm 2 added lubricating oil to all the working parts, Replaced the Station's Cameras which are used to film NASA TV, Installed Lens Covers, Closed and Locked a Latch on the High Pressure Gas Tanks, Rotated a Pump Module in preparation for relocating to P6 on a future spacewalk, Changed the Sockets on the degraded Latching End Effector and Reinstalled them on the new unit on Canadarm 2, Removed Handrails on Tranquility in preparation for installation of the EWS Antennas on a future spacewalk."
Expedition 53 EVA 3,Randy Bresnik   Joseph M. Acaba,2017,10/20/2017 12:46,10/20/2017 19:36,6 hours 49 minutes,"Finished Repairs to Canadarm 2 added lubricating oil to all working parts and installed a camera and replaced a degraded one, Replaced the Station's Cameras which are used to film NASA TV, Replaced a Blown Fuse on Dextre, Removed MLI from two ORUs stored on ESP2 in preparation for them to be moved by Dextre later this year. Three get ahead task were performed by the crew MLI was removed from the Pump Modules on ESP2 Bresnik almost got the second one, but time expired and he had to close the flap on the second Pump Module it will be moved on the next spacewalk, Installed the Radiator Grapple Bars delivered on SpaceX CRS2."
Expedition 54 EVA 1,Mark T. Vande Hei   Scott D. Tingle,2018,1/23/2018 11:49,1/23/2018 19:13,7 hours 24 minutes,"Replaced Latching End Effector (LEE-B) on Canadarm2, Installed failed LEE on ESP2, Replaced LEE Camera, Replaced EVA Socket."
Expedition 54 EVA 2,Alexander Misurkin   Anton Shkaplerov,2018,2/2/2018 15:34,2/2/2018 23:47,8 hours 13 minutes,Remove and replacement of an electronics box for a high-gain communications antenna on the Zvezda service module.
Expedition 54 EVA 3,Mark T. Vande Hei   Norishige Kanai,2018,2/16/2018 12:00,2/16/2018 17:57,5 hours 57 minutes,"Finished removal and replacement of Latching End Effector on POA, Replaced LEE Camera, Installed Ground Strap on Canadarm2, Brought failed LEE inside, Lubricated Canadarm2, Moved Tool Platform on Dextre, Adjusted Struts on Flex Hose Rotary Coupler."
Expedition 55 EVA 1,Andrew J. Feustel   Richard R. Arnold,2018,3/29/2018 13:33,3/29/2018 19:43,6 hours 10 minutes,"Installed two WiFi antennas on the Node 3 module in preparation for the arrival of ECOSTRESS on SpaceX CRS-15, removed ammonia jumpers and inspected two working jumpers on the stations truss, replaced camera and lights used to film NASA TV"
Expedition 55 EVA 2,Andrew J. Feustel   Richard R. Arnold,2018,5/16/2018 11:39,5/16/2018 18:10,6 hours 31 minutes,"Transferred a Pump Flow Control Subassembly over to Dextre stowed failed PFCS on ESP-1, Replaced camera and lights used to film NASA TV, Replaced Space to Ground Transceiver Controller, Performed get aheads to Install handrails on Radiator Grapple Bars on S1, Removed thermal blankets and MLI from two Direct Current Switching Units on ESP-2, Prepped the Flex Hose Rotary Coupler on S1 for replacement. Spacewalk suffered a 7-minute delay because of a water leak which formed ice crystals inside the airlock."
Expedition 56 EVA 1,Andrew J. Feustel   Richard R. Arnold,2018,6/14/2018 12:06,6/14/2018 18:55,6 hours 49 minutes,"Feustel and Arnold installed new high-definition cameras near IDA 2 mated to the front end of the station's Harmony module. The additions will provide enhanced views during the final phase of approach and docking of the SpaceX Crew Dragon and Boeing CST 100 Starliner commercial crew spacecraft that will soon begin launching from American soil. The astronauts also swapped out a camera assembly on the starboard truss of the station used to film NASA TV and closed an aperture door on the CATS experiment outside the Japanese Kibo module in preparation for disposal on SpaceX CRS 15 and replacement by its successor, ECOSTRESS. Get aheads involved relocating an adjustable grapple bar to the S1 Truss and securing the Flex Hose Rotary Coupler in preparation for replacement on the next spacewalk. During the spacewalk Feustel beat Jerry Ross, his STS 125 crewmate Dr. John Grunsfeld, Fyoder Yurchikhin, and Peggy Whitson to become third on the list of all time space walkers.[240]"
Expedition 56 EVA 2,Oleg Artemyev   Sergey Prokopyev,2018,8/15/2018 16:17,8/15/2018 0:03,7 hours 46 minutes,The cosmonauts launched four cubesats and installed the Icarus experiment. Spacewalk fell behind schedule when Icarus failed to seat properly putting the spacewalk 90 minutes behind schedule and calling for an hour extension. The cosmonauts finished the spacewalk by retrieving experiments from the Pirs docking compartment and Poisk module
Expedition 57 EVA 1,Oleg Kononenko   Sergey Prokopyev,2018,12/11/2018 15:59,12/11/2018 23:44,7 hours 45 minutes,"The cosmonauts went outside to install a plug and thermal insulation on the Soyuz MS-09 spacecraft which was damaged by a powertool causing an air leak. The cosmonauts gave Soyuz MS-09 a clean bill of health before they patched it up clearing the vessel for entry on December 20, 2018. Get ahead task included swapping experiments on the Rassvet module."
Expedition 59 EVA 1,Anne McClain   Nick Hague,2019,3/22/2019 13:01,3/22/2019 19:40,"6 hours, 39 minutes","McClain and Hague installed adapter plates while Dextre swaps the batteries between spacewalks. Get aheads included removing debris from the Unity Module in preparation for the arrival of Cygnus NG-11 in April, stowing tools for the repair of the flex hose rotary coupler, and securing tiebacks on the solar array blanket boxes. This spacewalk was originally going to be carried out by European astronaut Alexander Gerst and Hague as part of Expedition 57, although it was delayed due to the Soyuz MS-10 launch abort. Anne became the 13th woman to perform a spacewalk."
Expedition 59 EVA 2,Nick Hague   Christina Koch,2019,3/29/2019 11:42,3/29/2019 18:27,6 hours 45 minutes,"Hague and Koch finished the work of the first spacewalk and installed the final three adapter plates on the other side of the P4 Truss. The crew also transferred some tools and installed a grapple bar on the flex hose rotary coupler. Between spacewalks, Dextre will change the batteries and the exposed pallet will be loaded onto HTV-8 to be jettisoned into space where it will burn up. One of the batteries malfunctioned and was be removed by Dextre and discarded. Dextre will also install a Battery Discharge Unit and will bring the failed unit which was damaged by the short inside where it will be returned to earth on SpaceX CRS-17. Until the battery is repaired P4 will use the old batteries left on the station as spares. Get aheads included installing gap spanners and breaking torque on the P6 batteries in preparation for their replacement by Expedition 61 crew members this fall. Hague also inspected sockets on P6 so the foot restraints could be attached. This spacewalk was supposed to be done by Anne McClain and Christina Koch as an all female spacewalk but because of problems with Christina's suit and the spare suit not ready or properly sized Anne McClain sat this spacewalk out and went out with David on the next spacewalk. This spacewalk became the first for Koch who became the 14th woman to walk in space."
Expedition 59 EVA 3,Anne McClain   David Saint-Jacques,2019,4/8/2019 11:31,4/8/2019 18:00,6 hours 29 minutes,"McClain and Saint Jacques routed cables to be used as a redundant power supply for Canadarm2. The crew installed studs on the Columbus Module in preparation for the installation of an exposed facility. The crew removed an adapter plate and reinstalled an old set of batteries as spares to replace a failed battery that malfunctioned on the last spacewalk. Saint Jacques became the fourth Canadian to do a spacewalk, the first Canadian ISS crew member to walk in space and the first Canadian spacewalker since Dafydd Williams."
Expedition 59 EVA 4,Oleg Kononenko   Aleksey Ovichinin,2019,5/29/2019 15:42,5/29/2019 21:43,6 hours 1 minute,Kononenko and Ovichinin removed experiments from the Pirs docking compartment and cleaned the windows. They also installed a handrail to connect Zarya to Poisk and re-positioned the Plume Measuring Unit. The crew then moved to the Zvesda Service Module and removed and jettisoned the Plasma Monitoring Units. Before they closed the hatch they sent a video of themselves and sang happy birthday in Russian to Alexei Leonov who was the first spacewalker and was celebrating his 85th birthday.
Expedition 60 EVA 1,Nick Hague   Andrew R. Morgan,2019,8/21/2019 12:27,8/21/2019 18:59,6 hours 32 minutes,Hague and Morgan installed the final International Docking Adapter on the Harmony Module. Task for this spacewalk were identical to Spacewalk 194 and required work by both spacewalkers and Dextre to get the docking port installed. The crew also routed cables and installed wifi routers for upcoming experiments.
Expedition 61 EVA 1,Christina Koch   Andrew R. Morgan,2019,10/6/2019 11:39,10/6/2019 18:40,7 hours 01 minutes,This spacewalk was the first of Expedition 61 and the first of a series of 5 to replace and improve ISS batteries on the P6 truss.
Expedition 61 EVA 2,Andrew R. Morgan   Christina Koch,2019,10/11/2019 11:38,10/11/2019 18:23,6 hours 45 minutes,"This spacewalk was the second of Expedition 61 and the second of a series of 5 to replace and improve ISS batteries on the P6 truss. Before they went out the hatch Mission Control Moscow relayed to the crew Alexei Leonov had passed away and this spacewalk is dedicated to him. As the crew came in and took off their suits each gave a choice of words before station commander Luca Parmitano said ""Farewell Alexei, and ad astra."""
Expedition 61 EVA 3,Christina Koch   Jessica Meir,2019,10/18/2019 11:38,10/18/2019 18:55,7 hours 17 minutes,"This spacewalk was the third of Expedition 61 and the third of a series of 5 to replace and improve ISS batteries on the P6 truss. Some of the battery swaps have been moved to EVA 225 and a later date because of a power failure in a Battery Charge Discharge Unit in slots 5 and 6 on the P6 Truss taking the 4B battery channel offline. Koch and Meir went outside and replaced the failed unit and brought it inside. The battery swap was moved to EVA 225 to save time and Meir and Koch wrapped up the spacewalk by installing a stanchion on the Columbus Module and tightening the bolts on the S0 Truss which had come loose. This spacewalk was the first all female spacewalk on the station. During the spacewalk, President Trump called the station and congratulated Koch and Meir on this milestone."
Expedition 61 EVA 4,Luca Parmitano   Andrew Morgan,2019,11/15/2019 11:39,11/15/2019 18:18,6 hours 39 minutes,First of a series of four spacewalks to repair the Alpha Magnetic Spectrometer which suffered a power failure last year in one of its four cooling pumps limiting the operation of the experiment. Parmitano and Morgan went outside and removed a cover plate from AMS and jettisoned it into space to make way for a cryo pump that they will assemble between spacewalks. Some of the bolts put up a fight but Parmitano got them all out. The highlight of the spacewalk is when Andrew Morgan threw the cover plate overboard and it drifted off aft of the station into the vacuum of space. The plate will stay in orbit for a few days until the end of December when it enters the atmosphere and burns up. The crew also removed several carbon fiber strips around fluid lines and installed handrails and grapple bars as get-ahead task. This spacewalk marks Parmitano's return to spacewalking after the Water in the Helmet Incident during EVA 171.
Expedition 61 EVA 5,Luca Parmitano   Andrew Morgan,2019,11/22/2019 12:02,11/22/2019 16:35,6 hours 33 minutes,The second in a series of four spacewalks to repair the AMS. Parmitano and Morgan cut fluid lines and installed a vent on the AMS Experiment to prep the old cooling pump for removal on the third spacewalk. Parmitano and Morgan also routed cables and installed a new power supply to power the pumps when they are installed on the third spacewalk.
Expedition 61 EVA 6,Luca Parmitano   Andrew Morgan,2019,12/2/2019 11:31,12/2/2019 17:33,6 hours 2 minutes,"The third in a series of four spacewalks to repair the AMS. Parmitano and Morgan went out on the third spacewalk and installed the cryo pump and routed fluid and electrical lines to power the pump. Flight controllers in Houston, Huntsville, and at CERN activated the experiment and radioed to the crew that AMS passed with flying colors. The crew finished the spacewalk by doing a get-ahead task by covering AMS with thermal blanket."
Expedition 61 EVA 7,Christina Koch   Jessica Meir,2020,"15 January, 2020  11:35","15 January, 2020  19:04",7 hours 29 minutes,The fourth in a series of five spacewalks to replace the batteries on the P6 Truss. Spacewalk suffered a 15 minute delay when Koch lost her helmet lights and camera. Meir managed to attach a hook onto the camera to prevent it from floating away and stowed it in Koch's tool bag. The spacewalkers managed to replace two batteries plus a third as a getahead task and had to stay in signal range of the WETA antennas so Meir could check on Koch at night who did not have any helmet lights. The spacewalkers will replace the camera between spacewalks and will head back out to replace the final three batteries on the next spacewalk.
Expedition 61 EVA 8,Christina Koch   Jessica Meir,2020,"20 January, 2020  11:35","20 January, 2020  18:33",6 hours 58 minutes,The fifth and final in a series of five spacewalks to replace the batteries on the P6 Truss. Koch and Meir managed to get all the batteries replaced and stored two old ones on the exposed pallet to return to earth on HTV 9 where they will be incinerated on reentry. Koch and Meir finished the day by sending down a message to commemorate Martin Luther King Jr. Day. Today's spacewalk moves Koch up to third place and Meir up to fourth place on the all time female spacewalker list.
